COM1a,0,1323.9,-1722.26,-89.0839,1440.9,-1577.59,110.916,1,COM
COM1b,0,1370.85,-1577.59,-89.084,1463.9,-1384.95,110.916,1,COM
COM2,0,1463.9,-1577.59,-89.0839,1667.96,-1430.87,110.916,1,COM
PER1,0,1440.9,-1722.26,-89.0839,1583.5,-1577.59,110.916,1,PER1
COM4,0,1583.5,-1722.26,-89.0839,1758.9,-1577.59,110.916,1,COM
LMEX1a,0,1701.9,-1842.27,-89.0839,1812.62,-1722.26,110.916,1,LMEX
LMEX1b,0,1758.9,-1722.26,-89.0839,1812.62,-1577.59,110.916,1,LMEX
COM3,0,1667.96,-1577.59,-89.0839,1812.62,-1430.87,110.916,1,COM
IWD3a,0,1812.62,-1852.87,-89.0839,1971.66,-1742.31,110.916,1,IWD
IWD3b,0,1812.62,-1742.31,-89.0839,1951.66,-1602.31,110.916,1,IWD
IWD4,0,1951.66,-1742.31,-89.0839,2124.66,-1602.31,110.916,1,IWD
IWD1,0,1812.62,-1602.31,-89.0839,2124.66,-1449.67,110.916,1,IWD
IWD2,0,2124.66,-1742.31,-89.0839,2222.56,-1494.03,110.916,1,IWD
GLN2a,0,1812.62,-1449.67,-89.0839,1996.91,-1350.72,110.916,1,GLN
GLN1b,0,1812.62,-1100.82,-89.0839,1994.33,-973.38,110.916,1,GLN
JEF3a,0,1996.91,-1449.67,-89.0839,2056.86,-1350.72,110.916,1,JEF
JEF3c,0,2124.66,-1494.03,-89.0839,2266.21,-1449.67,110.916,1,JEF
JEF2,0,2056.86,-1372.04,-89.0839,2281.45,-1210.74,110.916,1,JEF
JEF1b,0,2056.86,-1210.74,-89.0839,2185.33,-1126.32,110.916,1,JEF
JEF1a,0,2185.33,-1210.74,-89.0839,2281.45,-1154.59,110.916,1,JEF
CHC1a,0,1994.33,-1100.82,-89.0839,2056.86,-920.815,110.916,1,CHC
CHC1b,0,2056.86,-1126.32,-89.0839,2126.86,-920.815,110.916,1,CHC
CHC2b,0,2185.33,-1154.59,-89.0839,2281.45,-934.489,110.916,1,CHC
CHC2a,0,2126.86,-1126.32,-89.0839,2185.33,-934.489,110.916,1,CHC
IWD5,0,1971.66,-1852.87,-89.0839,2222.56,-1742.31,110.916,1,IWD
GAN2,0,2222.56,-1852.87,-89.0839,2632.83,-1722.33,110.916,1,GAN
GAN1,0,2222.56,-1722.33,-89.0839,2632.83,-1628.53,110.916,1,GAN
LIND4c,0,2541.7,-1941.4,-89.0839,2703.58,-1852.87,110.916,1,LIND
EBE3c,0,2632.83,-1852.87,-89.0839,2959.35,-1668.13,110.916,1,EBE
EBE2a,0,2632.83,-1668.13,-89.0839,2747.74,-1393.42,110.916,1,EBE
EBE2b,0,2747.74,-1668.13,-89.0839,2959.35,-1498.62,110.916,1,EBE
ELS4,0,2421.03,-1628.53,-89.0839,2632.83,-1454.35,110.916,1,ELS
ELS3a,0,2222.56,-1628.53,-89.0839,2421.03,-1494.03,110.916,1,ELS
JEF3b,0,2056.86,-1449.67,-89.0839,2266.21,-1372.04,110.916,1,JEF
ELS3b,0,2266.26,-1494.03,-89.0839,2381.68,-1372.04,110.916,1,ELS
ELS3c,0,2381.68,-1494.03,-89.0839,2421.03,-1454.35,110.916,1,ELS
ELS1a,0,2281.45,-1372.04,-89.084,2381.68,-1135.04,110.916,1,ELS
ELS1b,0,2381.68,-1454.35,-89.0839,2462.13,-1135.04,110.916,1,ELS
ELS2,0,2462.13,-1454.35,-89.0839,2581.73,-1135.04,110.916,1,ELS
LFL1a,0,2581.73,-1454.35,-89.0839,2632.83,-1393.42,110.916,1,LFL
LFL1b,0,2581.73,-1393.42,-89.0839,2747.74,-1135.04,110.916,1,LFL
EBE1,0,2747.74,-1498.62,-89.0839,2959.35,-1120.04,110.916,1,EBE
CHC4a,0,2747.74,-1120.04,-89.0839,2959.35,-945.035,110.916,1,CHC
CHC4b,0,2632.74,-1135.04,-89.0839,2747.74,-945.035,110.916,1,CHC
CHC3,0,2281.45,-1135.04,-89.0839,2632.74,-945.035,110.916,1,CHC
LDT5,0,1463.9,-1430.87,-89.084,1724.76,-1290.87,110.916,1,LDT
LDT7,0,1724.76,-1430.87,-89.0839,1812.62,-1250.9,110.916,1,LDT
LDT4,0,1463.9,-1290.87,-89.084,1724.76,-1150.87,110.916,1,LDT
LDT3,0,1370.85,-1384.95,-89.0839,1463.9,-1170.87,110.916,1,LDT
LDT6,0,1724.76,-1250.9,-89.0839,1812.62,-1150.87,110.916,1,LDT
MULINT,0,1463.9,-1150.87,-89.0839,1812.62,-768.027,110.916,1,MULINT
MUL3,0,1414.07,-768.027,-89.0839,1667.61,-452.425,110.916,1,MUL
MUL2a,0,1281.13,-452.425,-89.0839,1641.13,-290.913,110.916,1,MUL
MUL2b,0,1269.13,-768.027,-89.0839,1414.07,-452.425,110.916,1,MUL
MKT3,0,787.461,-1416.25,-89.0838,1072.66,-1310.21,110.916,1,MKT
VIN3,0,787.461,-1310.21,-89.0838,952.663,-1130.84,110.916,1,VIN
MKT4,0,952.663,-1310.21,-89.0839,1072.66,-1130.85,110.916,1,MKT
LDT1a,0,1370.85,-1170.87,-89.0839,1463.9,-1130.85,110.916,1,LDT
LDT1b,0,1378.33,-1130.85,-89.0838,1463.9,-1026.33,110.916,1,LDT
LDT1c,0,1391.05,-1026.33,-89.0839,1463.9,-926.999,110.916,1,LDT
SUN3a,0,1252.33,-1130.85,-89.0839,1378.33,-1026.33,110.916,1,SUN
SUN3b,0,1252.33,-1026.33,-89.0839,1391.05,-926.999,110.916,1,SUN
SUN3c,0,1252.33,-926.999,-89.0839,1357.0,-910.17,110.916,1,SUN
MUL7a,0,1357.0,-926.999,-89.0838,1463.9,-768.027,110.916,1,MUL
MUL7b,0,1318.13,-910.17,-89.0839,1357.0,-768.027,110.916,1,MUL
MUL6,0,1169.13,-910.17,-89.0838,1318.13,-768.027,110.916,1,MUL
VIN2,0,787.461,-1130.84,-89.0839,952.604,-954.662,110.916,1,VIN
SUN1,0,952.663,-1130.84,-89.084,1096.47,-937.184,110.916,1,SUN
SUN4,0,1096.47,-1130.84,-89.0838,1252.33,-1026.33,110.916,1,SUN
SUN2,0,1096.47,-1026.33,-89.0839,1252.33,-910.17,110.916,1,SUN
MUL4,0,768.694,-954.662,-89.0838,952.604,-860.619,110.916,1,MUL
MUL1a,0,687.802,-860.619,-89.0839,911.802,-768.027,110.916,1,MUL
MUL1b,0,737.573,-768.027,-89.0838,1142.29,-674.885,110.916,1,MUL
MUL5a,0,1096.47,-910.17,-89.0838,1169.13,-768.027,110.916,1,MUL
MUL5b,0,952.604,-937.184,-89.0839,1096.47,-860.619,110.916,1,MUL
MUL5c,0,911.802,-860.619,-89.0838,1096.47,-768.027,110.916,1,MUL
MUL1c,0,861.085,-674.885,-89.0839,1156.55,-600.896,110.916,1,MUL
SMB1,0,342.648,-2173.29,-89.0838,647.712,-1684.65,110.916,1,SMB
SMB2,0,72.6481,-2173.29,-89.0839,342.648,-1684.65,110.916,1,SMB
ROD5b,0,72.6481,-1684.65,-89.084,225.165,-1544.17,110.916,1,ROD
ROD5a,0,72.6481,-1544.17,-89.0839,225.165,-1404.97,110.916,1,ROD
ROD1a,0,225.165,-1684.65,-89.0839,312.803,-1501.95,110.916,1,ROD
ROD1b,0,225.165,-1501.95,-89.0839,334.503,-1369.62,110.916,1,ROD
ROD1c,0,334.503,-1501.95,-89.0839,422.68,-1406.05,110.916,1,ROD
ROD3a,0,312.803,-1684.65,-89.0839,422.68,-1501.95,110.916,1,ROD
ROD3b,0,422.68,-1684.65,-89.0839,558.099,-1570.2,110.916,1,ROD
ROD4a,0,558.099,-1684.65,-89.0839,647.522,-1384.93,110.916,1,ROD
ROD4b,0,466.223,-1570.2,-89.0839,558.099,-1385.07,110.916,1,ROD
ROD4c,0,422.68,-1570.2,-89.0839,466.223,-1406.05,110.916,1,ROD
VIN1b,0,647.557,-1227.28,-89.0839,787.461,-1118.28,110.916,1,VIN
RIH5a,0,647.557,-1118.28,-89.0839,787.461,-954.662,110.916,1,RIH
RIH5b,0,647.557,-954.662,-89.0839,768.694,-860.619,110.916,1,RIH
ROD2b,0,466.223,-1385.07,-89.0839,647.522,-1235.07,110.916,1,ROD
ROD2a,0,334.503,-1406.05,-89.0839,466.223,-1292.07,110.916,1,ROD
RIH6a,0,225.165,-1369.62,-89.0839,334.503,-1292.07,110.916,1,RIH
RIH6b,0,225.165,-1292.07,-89.084,466.223,-1235.07,110.916,1,RIH
RIH3a,0,72.6481,-1404.97,-89.0839,225.165,-1235.07,110.916,1,RIH
RIH3b,0,72.6481,-1235.07,-89.0839,321.356,-1008.15,110.916,1,RIH
RIH4,0,321.356,-1235.07,-89.0839,647.522,-1044.07,110.916,1,RIH
RIH2,0,321.356,-1044.07,-89.0839,647.557,-860.619,110.916,1,RIH
RIH1a,0,321.356,-860.619,-89.0839,687.802,-768.027,110.916,1,RIH
RIH1b,0,321.356,-768.027,-89.0839,700.794,-674.885,110.916,1,RIH
STRIP1,0,2027.4,863.229,-89.0839,2087.39,1703.23,110.916,1,STRIP
STRIP2,0,2106.7,1863.23,-89.0839,2162.39,2202.76,110.916,1,STRIP
DRAG,0,1817.39,863.232,-89.084,2027.39,1083.23,110.916,1,DRAG
PINK,0,1817.39,1083.23,-89.0839,2027.39,1283.23,110.916,1,PINK
HIGH,0,1817.39,1283.23,-89.0839,2027.39,1469.23,110.916,1,HIGH
PIRA,0,1817.39,1469.23,-89.084,2027.4,1703.23,110.916,1,PIRA
VISA1,0,1817.39,1863.23,-89.0839,2106.7,2011.83,110.916,1,VISA
VISA2,0,1817.39,1703.23,-89.0839,2027.4,1863.23,110.916,1,VISA
JTS1,0,1457.39,823.228,-89.0839,2377.39,863.229,110.916,1,JTS
JTW1,0,1197.39,1163.39,-89.0839,1236.63,2243.23,110.916,1,JTW
JTS2,0,2377.39,788.894,-89.0839,2537.39,897.901,110.916,1,JTS
RSE,0,2537.39,676.549,-89.0839,2902.35,943.235,110.916,1,RSE
LOT,0,2087.39,943.235,-89.0839,2623.18,1203.23,110.916,1,LOT
CAM,0,2087.39,1203.23,-89.0839,2640.4,1383.23,110.916,1,CAM
ROY,0,2087.39,1383.23,-89.0839,2437.39,1543.23,110.916,1,ROY
CALI1,0,2087.39,1543.23,-89.0839,2437.39,1703.23,110.916,1,CALI
CALI2,0,2137.4,1703.23,-89.0839,2437.39,1783.23,110.916,1,CALI
PILL1,0,2437.39,1383.23,-89.0839,2624.4,1783.23,110.916,1,PILL
STAR2,0,2437.39,1783.23,-89.0839,2685.16,2012.18,110.916,1,STAR
STRIP3,0,2027.4,1783.23,-89.084,2162.39,1863.23,110.916,1,STRIP
STRIP4,0,2027.4,1703.23,-89.0839,2137.4,1783.23,110.916,1,STRIP
ISLE,0,2011.94,2202.76,-89.0839,2237.4,2508.23,110.916,1,ISLE
OVS,0,2162.39,2012.18,-89.0839,2685.16,2202.76,110.916,1,OVS
KACC,0,2498.21,2626.55,-89.0839,2749.9,2861.55,110.916,1,KACC
CREE,0,2749.9,1937.25,-89.0839,2921.62,2669.79,110.916,1,CREE
SRY,0,2749.9,1548.99,-89.0839,2923.39,1937.25,110.916,1,SRY
LST,0,2749.9,1198.99,-89.0839,2923.39,1548.99,110.916,1,LST
JTE2,0,2623.18,943.235,-89.0839,2749.9,1055.96,110.916,1,JTE
LDS,0,2749.9,943.235,-89.0839,2923.39,1198.99,110.916,1,LDS
JTE1,0,2685.16,1055.96,-89.0839,2749.9,2626.55,110.916,1,JTE
JTN1,0,2498.21,2542.55,-89.0839,2685.16,2626.55,110.916,1,JTN
JTE4,0,2536.43,2442.55,-89.0839,2685.16,2542.55,110.916,1,JTE
JTE3,0,2625.16,2202.76,-89.0839,2685.16,2442.55,110.916,1,JTE
JTN2,0,2237.4,2542.55,-89.0839,2498.21,2663.17,110.916,1,JTN
JTN3,0,2121.4,2508.23,-89.0839,2237.4,2663.17,110.916,1,JTN
JTN4,0,1938.8,2508.23,-89.0839,2121.4,2624.23,110.916,1,JTN
JTN5,0,1534.56,2433.23,-89.0839,1848.4,2583.23,110.916,1,JTN
JTW2,0,1236.63,2142.86,-89.084,1297.47,2243.23,110.916,1,JTW
JTN6,0,1848.4,2478.49,-89.0839,1938.8,2553.49,110.916,1,JTN
HGP,0,1777.39,863.232,-89.0839,1817.39,2342.83,110.916,1,HGP
REDE1,0,1817.39,2011.83,-89.0839,2106.7,2202.76,110.916,1,REDE
REDE2,0,1817.39,2202.76,-89.0839,2011.94,2342.83,110.916,1,REDE
REDE3,0,1848.4,2342.83,-89.084,2011.94,2478.49,110.916,1,REDE
JTN8,0,1704.59,2342.83,-89.0839,1848.4,2433.23,110.916,1,JTN
REDW2,0,1236.63,1883.11,-89.0839,1777.39,2142.86,110.916,1,REDW
REDW1,0,1297.47,2142.86,-89.084,1777.39,2243.23,110.916,1,REDW
REDW3,0,1377.39,2243.23,-89.0839,1704.59,2433.23,110.916,1,REDW
REDW4,0,1704.59,2243.23,-89.0839,1777.39,2342.83,110.916,1,REDW
VAIR1,0,1236.63,1203.28,-89.0839,1457.37,1883.11,110.916,1,VAIR
VAIR2,0,1457.37,1203.28,-89.0839,1777.39,1883.11,110.916,1,VAIR
VAIR3,0,1457.37,1143.21,-89.0839,1777.4,1203.28,110.916,1,VAIR
LVA1,0,1457.39,863.229,-89.0839,1777.4,1143.21,110.916,1,LVA
BINT2,0,1197.39,1044.69,-89.0839,1277.05,1163.39,110.916,1,BINT
BINT1,0,1166.53,795.01,-89.0839,1375.6,1044.69,110.916,1,BINT
BINT3,0,1277.05,1044.69,-89.0839,1315.35,1087.63,110.916,1,BINT
BINT4,0,1375.6,823.228,-89.084,1457.39,919.447,110.916,1,BINT
LVA2,0,1375.6,919.447,-89.0839,1457.37,1203.28,110.916,1,LVA
LVA3,0,1277.05,1087.63,-89.0839,1375.6,1203.28,110.916,1,LVA
LVA4,0,1315.35,1044.69,-89.0839,1375.6,1087.63,110.916,1,LVA
LVA5,0,1236.63,1163.41,-89.0839,1277.05,1203.28,110.916,1,LVA
GGC1,0,964.391,1044.69,-89.0839,1197.39,1203.22,110.916,1,GGC
GGC2,0,964.391,930.89,-89.0839,1166.53,1044.69,110.916,1,GGC
BFLD1,0,964.391,1203.22,-89.084,1197.39,1403.22,110.916,1,BFLD
BFLD2,0,964.391,1403.22,-89.084,1197.39,1726.22,110.916,1,BFLD
ROCE1,0,2237.4,2202.76,-89.0839,2536.43,2542.55,110.916,1,ROCE
ROCE2,0,2536.43,2202.76,-89.0839,2625.16,2442.55,110.916,1,ROCE
LDM,0,1823.08,596.349,-89.0839,1997.22,823.228,110.916,1,LDM
RSW1,0,1997.22,596.349,-89.0839,2377.39,823.228,110.916,1,RSW
RSW2,0,2377.39,596.349,-89.084,2537.39,788.894,110.916,1,RSW
RIE,0,1558.09,596.349,-89.084,1823.08,823.235,110.916,1,RIE
BFC1,0,1375.6,596.349,-89.084,1558.09,823.228,110.916,1,BFC
BFC2,0,1325.6,596.349,-89.084,1375.6,795.01,110.916,1,BFC
JTN7,0,1377.39,2433.23,-89.0839,1534.56,2507.23,110.916,1,JTN
PINT,0,1098.39,2243.23,-89.0839,1377.39,2507.23,110.916,1,PINT
WWE,0,883.308,1726.22,-89.0839,1098.31,2507.23,110.916,1,WWE
PRP1,0,1534.56,2583.23,-89.0839,1848.4,2863.23,110.916,1,PRP
PRP2,0,1117.4,2507.23,-89.0839,1534.56,2723.23,110.916,1,PRP
PRP3,0,1848.4,2553.49,-89.0839,1938.8,2863.23,110.916,1,PRP
SPIN,0,2121.4,2663.17,-89.0839,2498.21,2861.55,110.916,1,SPIN
PRP4,0,1938.8,2624.23,-89.0839,2121.4,2861.55,110.916,1,PRP
PILL2,0,2624.4,1383.23,-89.084,2685.16,1783.23,110.916,1,PILL
SASO,0,2450.39,385.503,-100.0,2759.25,562.349,200.0,1,SASO
FISH,0,1916.99,-233.323,-100.0,2131.72,13.8002,200.0,1,FISH
GARV,0,-1339.89,828.129,-89.0839,-1213.91,1057.04,110.916,1,GARV
GARV1,0,-1213.91,950.022,-89.0839,-1087.93,1178.93,110.916,1,GARV
GARV2,0,-1499.89,696.442,-179.615,-1339.89,925.353,20.3848,1,GARV
KINC,0,-1339.89,599.218,-89.0839,-1213.91,828.129,110.916,1,KINC
KINC1,0,-1213.91,721.111,-89.0839,-1087.93,950.022,110.916,1,KINC
KINC2,0,-1087.93,855.37,-89.0839,-961.95,986.281,110.916,1,KINC
LSINL,0,-321.744,-2224.43,-89.0839,44.6147,-1724.43,110.916,1,LSINL
SHERR,0,-789.737,1659.68,-89.084,-599.505,1929.41,110.916,1,SHERR
