RCBANDIT     100.0      24.1   1.0    0.0 0.05 -0.3 70	1.0 0.75 0.48 		1  78.0 40.0 8.0  R E 	5.5   0.50 0 25.0  	1.6  0.1   0.0   0.28 -0.08 0.5  0.0		0.2  0.05   500 	0	2200		0  1 0
;
; Bike data:
;	A			B		C		D		E		F		G	H		I		J	K	L	M		N		O	P
!	BMXBOY		0.148	0.118	0.069	0.049	29.6	38	0.8		0.7		0.5	0.1	35	-24.1	-0.009	0.7	0.39
!	BMXGIRL		0.148	0.118	0.069	0.049	29.6	38	0.8		0.7		0.5	0.1	35	-21.1	-0.009	0.7	0.39
!	ELECTRAG	0.1		0.05	0.3		0.062	30		25	0.945	1.2		0.7	0.1	33	-55		-0.006	0.5	0.3
!	ELECTRAP	0.1		0.05	0.3		0.062	30		25	0.945	1.2		0.7	0.1	33	-55		-0.006	0.5	0.3
!	MOPED		0.35	0.25	0.15	0.06	35		25	0.89	0.75	0.8	0.1	35	-45		-0.01	0.7	0.5
!	DIRTBIKE	0.35	0.5		0.3		0.09	48		43	0.92	0.6		1	0.1	45	-35		-0.007	1	0.5
!	BIKE		0.33	0.15	0.28	0.15	45		38	0.93	0.7		0.5	0.1	35	-40		-0.009	0.7	0.6
!	QUADBIKE	0.002	0.028	0.008	0.06	21.1	90	0.269	1		1	0.1	45	-35.5	1		1	0.5
!	ANGEL		0.1		0.05	0.3		0.065	30		25	0.93	1		0.7	0.1	33	-55		-0.006	0.5	0.3
!	FREEWAY		0.1		0.05	0.3		0.062	30		25	0.945	1.2		0.7	0.1	33	-55		-0.006	0.5	0.3
!	STREETFI	0.35	0.5		0.3		0.09	48		43	0.92	0.6		1	0.1	45	-35		-0.007	1	0.5
;
; Bonus Vehicle Handling:
;	A			B		C		D		E		F		G	H		I		J	K	L	M		N		O	P
!	DOUBLE		0.35	0.5		0.3		0.09	48		43	0.92	0.6		1	0.1	45	-35		-0.007	1	0.5
;
; Boat data:
;	A			B		C		D		E		F		G		H	I		J		K		L		M		N		O
%	6ATV		0.35	0.6		0		3		0.2		-0.9	3.5	0.8		0.998	0.995	0.85	0.78	0.96	4
%	SPEEDER2	0.65	1		0.1		10.9	0.46	-2		3	0.7		0.998	0.999	0.826	0.873	0.899	4
%	REEFER		0.35	0.6		0		3		0.2		-0.9	3.5	0.56	0.976	0.849	0.978	0.919	0.96	4
%	SPEEDER		0.65	1		0.1		10.9	0.46	-2		3	0.7		0.998	0.999	0.826	0.873	0.899	4
%	PREDATOR	0.35	0.6		0		3		0.2		-0.9	3.5	0.8		0.998	0.995	0.85	0.98	0.96	4
%	YOLA		0.41	1		0.1		10.9	0.46	-2		3	0.74	0.978	0.999	0.826	0.873	0.899	4
%	JETSKI		1		0.1		-0.2	5.3		0.53	-0.3	3.5	0.28	0.997	0.843	0.772	0.729	0.902	4
%	DINGHY		1		0.1		-0.2	10.9	0.53	-0.3	3.5	0.28	0.997	0.843	0.772	0.729	0.902	4
%	MARQUIS		0.35	0.6		0		3		0.2		-0.9	3.5	0.8		0.998	0.995	0.85	0.78	0.875	4
%	RIO			0.35	0.6		0		3		0.2		-0.9	3.5	0.8		0.998	0.995	0.85	0.78	0.96	4
%	TROPIC		0.35	0.6		0		3		0.2		-0.9	3.5	0.8		0.998	0.995	0.85	0.78	0.96	4
% 	SQUALO		0.65	1		0.1		10.9	0.46	-2		3	0.7		0.998	0.999	0.826	0.873	0.899	4
% 	CUPBOAT 	0.65	1		0.1		9.5		0.56	0.3		3	0.86	0.999	0.999	0.826	0.905	0.899	4
%	SCARAB		0.94	1		0.1		6.3		0.5		-2		3	0.89	0.999	0.999	0.826	0.937	0.87	4
%	COASTGRD	0.25	0.76	0		6.9		0.43	-2		3.5	0.89	0.995	0.997	0.85	0.98	0.952	4
%	SEAPLANE	0.5		1.2		1.2		50		0.7		-0.4	20	0.65	1		0.975	0.31	0.96	0.96	4.5
;
; Flying data:
;	A			B		C		D			E		F		G		H		I		J		K		L		M	N	O	P		Q		R		S		T	U	V
$	AUTOGYRO	0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	0.2	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	HUEY		0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	0.2	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	HOVER		0.4		0.3		-0.0025		0.02	0.1		0.001	-0.002	0.0003	0.002	0		0.1		1	1	0.2	1		1		1		0.998	0	0	10
$	MAVERICK	0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	1	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	BIPLANE		0.5		0.97	-0.00018	0.006	0.1		0.002	-0.007	0.0002	0.008	0.012	0.19	1	1	0.2	0.634	0.998	0.997	0.99	0	5	0
$	COASTMAV	0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	0.2	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	POLMAV		0.47	0.79	-0.0007		0.01	0.1		0.0067	3		0.0067	3		0.4		0.011	1	1	0.2	0.997	0.805	0.825	0.995	0	0	6
$	SPARROW		0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	0.2	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	SEASPAR		0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	0.2	1	0.2	0.997	0.8		0.82	0.996	0	0	7
$	HUNTER		0.55	0.5		-0.00085	0.008	0.01	0.001	1		0.001	1		0.5		0.001	0.2	1	0.2	0.9985	0.958	0.973	0.979	0	0	7
$	SEAPLANE	0.823	0.97	-0.00018	0.006	0.1		0.002	-0.007	0.0002	0.008	0.012	0.19	1	1	0.2	1		0.998	0.998	0.995	20	50	20
;$	CHOPPER		0.4		0.75	-0.001		0.02	0.2		0.0065	7		0.0065	7		0.4		0.012	1	1	0.2	0.997	0.8		0.82	0.996	0	0	7
;
; Bonus Vehicle Handling:
$ DODO 0.5 0.40 -0.00015 0.002 0.10 0.003 -0.002 0.0003 0.0020 0.020 0.15 1.0 1.0 0.2 1.0 0.998 0.998 0.995 20.0 50.0 20.0
;
;
; Animation data:
^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 0
^ 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 0
^ 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.03 0.23 0.20 0.43 40
^ 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 4 4 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 5 5 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 6 6 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 7 7 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 8 8 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 9 9 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 10 10 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 11 11 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 12 12 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0.0 -0.5 -0.3 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
^ 13 13 0 1 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 0
^ 14 14 0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 1
^ 15 15 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 2
^ 16 16 0 1 0 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 2
^ 17 17 0 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 8
^ 18 18 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 4
^ 19 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.43 0
^ 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 11.5 0.0 -0.8 -0.3 0.3 0.41 0.8 0.3 0.45 0.03 0.23 0.1 0.23 41
^ 21 21 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 66
^ 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.3 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 0
^ 23 23 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 4
^ 24 24 0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0.25 0.0 -0.75 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 1
^ 25 25 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.25 0.0 -0.75 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.43 0
^ 26 26 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.25 0.0 -0.75 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 3
^ 27 27 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.1 0.23 1
^ 28 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.20 0.43 8
^ 29 29 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.5 0.0 -0.5 -0.3 0.3 0.41 0.8 0.3 0.45 0.06 0.43 0.08 0.43 3
;
;the end
